Id_Key,Dept,Dept,Gender,Age,Total Comp,District,SSC_RES,HSC,CGPA,SSC_Board,HSC_Board,GroupOrSubject,TotalDue,ScholarshipCount,WaiverCount,ReAdmission,TotalLateRegFineCount,StudyDurationAtUiu,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Status
1113,BBA,1,2,24,9,0,4.88,4.25,1.11,5,5,Business,37000,0,0,0,0,3,1,1,1,1,1,1,3.67,3,3,0,Dropout
1114,BBA,1,1,25,24,0,4.56,4,1.61,5,5,Business studies,37000,0,0,0,1,4,1,1,1,1,3,3,3.33,2,3,4,Dropout
1115,BBA,1,1,23,123,0,4.25,3.58,2.63,5,5,Commerce,0,1,0,0,5,16,2.67,3.67,3.67,3,3,3,4.33,2,3.33,2,Complete
1116,BBA,1,1,26,33,0,4.13,4.25,1.97,5,5,Business Studies,0,0,0,0,2,6,1,2.33,2,4,1,3.67,2.33,2,2,1,Dropout
1117,BBA,1,1,25,9,0,5,3.58,1.25,11,11,BUSINESS STUDIES,37000,0,0,0,0,2,1,1,1,2,2,4,0,0,0,0,Dropout
1118,BBA,1,1,24,123,0,4.5,3.67,3.07,5,5,Busines studies,0,1,0,0,3,15,4,4,4.67,4,4,3.33,4,3.33,4,3.67,Complete
1119,BBA,1,2,25,24,0,4.94,4.08,2.25,5,5,Business Studies,0,0,0,0,0,3,4.33,2.33,3.33,2,1,2.33,3.67,4,4,0,Dropout
1120,BBA,1,1,22,9,0,5,4.33,1.56,5,5,Business Studies,0,0,0,0,0,2,1,1,1,3.67,4.67,4,0,0,0,0,Dropout
1121,BBA,1,1,25,123,0,4.81,4.67,3.11,5,5,BUSINESS STUDIES,0,0,0,0,0,14,4.67,3.33,3.67,4,4.67,3.33,3,4.33,4.67,4,Complete
1122,BBA,1,1,26,132,0,5,4.9,2.98,6,6,Science,0,0,11,0,1,12,3.67,4,4,3.67,4.33,4,2.67,4,3.67,3.67,Complete
1123,BBA,1,1,24,123,0,4.63,3.42,2.63,5,5,B.STUDIES,-10,0,0,0,5,15,5,2.67,3,3.33,1,3.67,4,3.67,3.33,3.33,Complete
1124,BBA,1,1,24,21,0,3.94,3.92,1.3,5,5,BUSINESS STUDIES,0,0,0,0,0,4,1,2.67,1,2,2,2.67,2.33,1,1,1,Dropout
1125,BBA,1,1,26,6,0,5,4.5,0,5,5,Science,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,Dropout
1126,BBA,1,2,26,18,0,5,4.9,1.83,5,5,Business Studies,0,0,0,0,0,3,2,2,1,4.67,4.33,3,0,0,0,0,Dropout
1127,BBA,1,1,25,30,0,5,3.33,1.97,5,5,Business Studies,0,0,0,0,0,6,3.33,3.67,2.33,2,2.33,2,2,1,1,2.33,Dropout
1128,BBA,1,1,25,132,0,4.5,4.92,3.05,6,6,HUMANITIES,0,1,0,0,1,15,4,3.33,3.67,2.67,3.33,4,5,3,4.67,4.67,Complete
1129,BBA,1,1,27,21,0,4.06,5,2.43,11,0,Accounting,29000,0,4,0,0,4,3,3.33,2.67,4,2.67,5,1,1,1,1,Dropout
1130,BBA,1,1,24,12,0,5,4.08,1.06,5,5,BUSINESS STUDIES,-1000,0,0,0,0,2,2,1,1,3,3,2.33,0,0,0,0,Dropout
1131,BBA,1,2,27,33,0,3.8,3.8,3.17,7,10,GED,0,0,0,0,1,4,4.33,4.67,4.33,4.67,3.33,5,4.33,2.67,0,0,Dropout
1132,BBA,1,2,24,123,0,4.75,5,3.98,5,5,BUSINESS STUDIES,0,11,2,0,0,12,5,5,5,5,5,5,5,5,5,5,Complete
1133,BBA,1,1,24,123,0,5,5,3.5,5,5,Science,0,7,6,0,0,13,5,4,4.67,3.33,3.67,2.33,3.67,4.67,5,4,Complete
1134,BBA,1,1,24,132,0,4.31,4.08,3.13,5,5,BUSINESS STUDIES,0,5,0,0,0,17,4,3,4,4.67,4.33,3.33,4.33,4,2.33,3,Complete
1135,BBA,1,1,27,24,0,5,5,2.96,6,6,Science,0,2,1,0,0,3,1,3.67,2,5,4.67,5,4.67,5,4.67,0,Dropout
1136,BBA,1,2,23,132,0,5,5,3.68,11,11,Business Studies,0,8,6,0,0,14,4.67,5,5,4.67,5,5,4.67,4,1,4.33,Complete
1137,BBA,1,2,23,3,0,5,4.75,0.44,5,5,Business Studies,37000,0,0,0,0,1,2.33,1,1,0,0,0,0,0,0,0,Dropout
1138,BBA,1,1,27,0,0,4.13,5,0,5,5,B. Studies,25750,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1139,BBA,1,1,24,9,0,4.31,5,2.33,5,0,Business Management,0,0,2,0,0,1,2.67,4.33,3,0,0,0,0,0,0,0,Dropout
1140,BBA,1,1,25,123,0,5,4.83,2.61,5,5,Science,0,0,0,0,0,16,3.33,4,2.33,3,3.33,3.33,2.33,3.33,2.33,1,Complete
1141,BBA,1,2,25,126,0,5,5,3.66,5,5,Business Studies,0,9,5,0,0,14,3.67,5,5,5,5,5,5,4,5,4.67,Complete
1142,BBA,1,2,24,45,0,5,5,1.96,5,5,science,3,0,8,0,1,8,2.67,2,3.33,2,2.33,1,2.67,1,2.67,1,Dropout
1143,BBA,1,2,24,135,0,4.69,5,3.57,1,1,business studies,0,8,6,0,0,14,5,3.33,4.33,4,4.33,4,4.33,5,4.33,4.67,Complete
1144,BBA,1,2,24,123,0,5,5,2.86,5,5,Science,0,1,15,0,0,16,3.33,2.33,4.67,1,2.67,4,4,5,4,3,Complete
1145,BBA,1,1,24,123,0,4.88,5,2.89,5,5,Science,0,1,14,0,0,15,1,1,1,1,2.67,2.67,4.33,1,3,2.67,Complete
1146,BBA,1,2,25,135,0,5,5,3.64,5,5,Commerce,-2,4,10,0,0,14,4.67,4.67,5,4.67,4.33,3.67,4,4.67,4.33,4.67,Complete
1147,BBA,1,2,25,9,0,4.56,5,0.95,6,6,Science,37000,0,2,0,0,2,1,1,1,4.67,2,2,0,0,0,0,Dropout
1148,BBA,1,1,25,123,0,5,5,3.13,5,5,Buisness studies,-1,2,12,0,1,14,3.67,3.33,4.33,3,3.33,3.33,5,4.33,2.67,5,Complete
1149,BBA,1,1,24,123,0,5,5,3.5,5,5,Science,0,7,7,0,0,14,4,5,4.33,4.67,5,4,4.33,4.33,4.67,5,Complete
1150,BBA,1,1,24,123,0,4.8,5,3.73,2,2,"Accounting,Economics,Buiness studies",0,7,7,0,0,14,5,5,5,5,5,5,4.33,5,5,5,Complete
1151,BBA,1,2,24,123,0,5,5,3.46,5,5,Commerce,0,3,12,0,0,15,4,4.67,5,4,4.67,5,5,4.67,5,5,Complete
1152,BBA,1,1,26,3,0,3.75,5,0.78,5,5,Business,0,0,1,0,0,1,3.33,1,1,0,0,0,0,0,0,0,Dropout
1153,BBA,1,1,25,15,0,4.88,4,1.71,4,5,humanities,37200,0,0,0,0,3,1,1,1,1,3,2.33,4.67,4,4.67,0,Dropout
1154,BBA,1,1,25,123,0,5,4.42,3.06,5,5,Business Studies,0,0,0,0,0,15,3.33,3,4.33,1,2.33,2,4.67,2,3,4.67,Complete
1155,BBA,1,1,26,123,0,3.8,3,2.94,5,5,Commerce,0,1,0,0,0,14,4.67,4.67,4.67,4,5,4.33,4.33,4.67,4.33,4,Complete
1156,BBA,1,1,23,9,0,4.38,4.08,1,5,5,Business Studies,37000,0,0,0,0,3,1,1,3,1,2.33,1,3,2,1,0,Dropout
1157,BBA,1,1,25,24,0,4.5,4.25,1.81,5,5,Business Studies,6000,0,0,0,0,3,2.33,1,2.33,3.33,2.67,2.33,4.33,4.67,2.33,0,Dropout
1158,BBA,1,1,24,57,0,4.75,4.25,1.87,5,5,Business Studies,0,0,0,0,0,7,2,2.67,3.67,1,3.33,2,3.33,1,2.33,3,Dropout
1159,BBA,1,1,23,15,0,4.19,3.2,1.11,3,10,GED,37000,0,0,0,3,4,1,1,1,1,2,1,1,1,2,2.33,Dropout
1160,BBA,1,1,24,123,0,4.63,4.08,3.04,5,5,Business Study,0,1,0,0,0,15,2.67,2.33,3.33,4,3.33,4.33,4,4,3.33,4.33,Complete
1161,BBA,1,2,24,21,0,5,4.75,2.52,5,5,Science,0,2,3,0,0,3,2.33,1,1,5,3.67,5,4.33,4.67,4.67,0,Dropout
1162,BBA,1,2,23,126,0,4.63,3.92,3.06,5,5,Business Studies,0,1,14,0,0,14,2.33,3,4.67,4.33,3.67,4.33,5,4,3.67,3.67,Complete
1163,BBA,1,1,24,123,0,4.81,3.92,3.13,5,5,Business Studies,0,5,0,0,0,15,1,3.67,3.33,2,1,1,2.33,3.67,3.67,4.67,Complete
1164,BBA,1,1,24,6,0,4.19,4.17,0.6,5,5,Commerce,37000,0,0,0,0,2,1,1,1,2,1,3,0,0,0,0,Dropout
1165,BBA,1,2,23,123,0,5,4.83,3.27,5,5,Science,0,1,0,0,0,14,5,4,4.67,4.33,4.67,4.33,4.67,4.67,4,4.33,Complete
1166,BBA,1,1,25,9,0,4.19,3.58,2.44,5,5,BUSINESS STUDIES,0,0,0,0,0,1,4.33,2.33,3.67,0,0,0,0,0,0,0,Dropout
1167,BBA,1,1,25,9,0,4.75,4.25,1.07,5,5,Business Studies,0,0,0,0,0,2,1,1,2,3.67,2.67,0,0,0,0,0,Dropout
1168,BBA,1,1,25,12,0,4.5,3.67,0.95,11,11,Science,37000,0,0,0,0,3,1,1,1,1,3,1,2,3.67,2,0,Dropout
1169,BBA,1,1,24,123,0,5,4.25,3.75,5,5,BUSINESS STUDIES,0,10,0,0,5,14,5,5,5,5,5,5,5,5,5,4,Complete
1170,BBA,1,2,24,30,0,4.94,4.17,1.59,5,5,Business Studies,0,0,0,0,0,5,1,1,1,1,3.33,1,3.33,3,2.67,3.67,Dropout
1171,BBA,1,1,23,123,0,4.25,4.33,2.78,5,5,Business Studies,0,2,0,0,0,15,2.33,3,3.33,1,4.67,3,4,2.33,3.67,2.67,Complete
1172,BBA,1,1,25,9,0,4.13,3.5,2.22,5,5,Bussiness Studies,-42500,0,0,0,0,2,3.33,3,3.33,0,0,0,0,0,0,0,Dropout
1173,BBA,1,1,23,0,0,4.75,4.08,0,5,5,Business studies,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1174,BBA,1,2,23,6,0,4.31,4.08,0.72,5,5,Business Studies,37000,0,0,0,0,2,1,1,1,2.67,3.67,1,0,0,0,0,Dropout
1175,BBA,1,2,24,123,0,4.88,4,2.43,5,5,Business Studies,2000,0,0,0,7,16,1,3,2,1,4.33,1,3.33,2.67,2.67,4,Complete
1176,BBA,1,2,26,33,0,4.38,4.33,3.03,5,5,Commerce,0,1,3,0,1,4,3.67,4.33,1,3,4,4.67,3,5,4.67,5,Dropout
1177,BBA,1,1,24,21,0,3.25,3.08,1.67,5,5,Business Study,0,0,0,0,1,5,3,1,1,2.67,3,3.33,1,1,1,1,Dropout
1178,BBA,1,1,25,24,0,4.81,3.92,1.71,5,5,Business study,0,0,0,0,0,3,2.67,3.33,2,2.33,2.67,2,1,2.67,4,0,Dropout
1179,BBA,1,1,23,123,0,5,4.42,2.93,5,5,BUSINESS STUDIES,0,2,0,0,0,14,4,4.33,4.33,3.33,4,3.67,4.33,2.33,3.33,3,Complete
1180,BBA,1,1,26,123,0,4.19,3.5,2.49,5,5,Business Studies,0,0,0,0,0,17,3.33,2.67,4.33,2.33,4.67,2.67,3.33,3.33,1,1,Complete
1181,BBA,1,1,26,123,0,4.56,4,2.98,5,5,Business Studies,0,1,0,0,1,14,4,4.67,4,4.67,3.33,4.33,2,2.67,5,3.67,Complete
1182,BBA,1,1,24,30,0,3.56,3.5,2.08,5,5,Business Studies,0,0,0,0,1,4,1,1,2,2.33,3.33,3,4,4.67,2.67,5,Dropout
1183,BBA,1,1,25,9,0,5,3.92,1.22,4,4,Science,0,0,0,0,0,2,1,1,1,3.33,3.67,3.33,0,0,0,0,Dropout
1184,BBA,1,1,25,123,0,5,4.5,3.6,11,5,Sciecne,-3550,9,0,0,5,13,1,4.67,4.67,4.33,4.67,4.33,4.67,4.67,4,4.67,Complete
1185,BBA,1,2,25,27,0,4.69,4.08,1.43,5,5,BUSINESS STUDIES,0,0,0,0,2,5,2.33,2.33,1,1,1,1,1,1,2,2.33,Dropout
1186,BBA,1,2,25,123,0,4.5,4.25,2.37,5,5,Business Studies,0,0,0,0,2,16,2.33,3,1,2.67,1,3.33,2.67,3,4,4,Complete
1187,BBA,1,2,24,12,0,5,4.67,2.11,5,5,Business studies,0,1,0,0,0,2,1,2,1,5,4.67,5,0,0,0,0,Dropout
1188,BBA,1,1,24,0,0,3.94,4,0,5,5,Business Studies,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1189,BBA,1,2,29,123,0,2.8,3.4,2.87,5,5,"english reading and writing,maths,social studies,science",0,2,0,0,4,14,3.33,3,2.67,1,3.33,4.33,3,3.67,4.33,3,Complete
1190,BBA,1,1,24,9,0,5,4.42,1.28,11,5,Business Studies,0,0,0,0,0,2,1,1,1,4,2.67,4,0,0,0,0,Dropout
1191,BBA,1,1,25,57,0,3.38,3.83,1.83,5,5,Business Studies,0,0,0,0,0,8,1,1,2,2.33,3.67,2,2,2.33,3.33,4,Dropout
1192,BBA,1,2,26,132,0,4.6,3.2,3.64,7,13,Science,0,9,0,0,0,14,5,4,5,4.33,5,4.67,5,3.33,5,5,Complete
1193,BBA,1,1,24,57,0,5,4,1.83,5,5,business studies,0,0,0,0,0,9,1,1,1,1,4,1,1,2.67,3,3.67,Dropout
1194,BBA,1,2,24,18,0,4,3.6,2.41,7,13,Science,0,1,3,0,0,3,1,1,1,4.67,4,4,5,5,5,0,Dropout
1195,BBA,1,2,25,123,0,5,4.58,2.94,5,5,Science,0,0,0,0,0,15,4.67,3,4.33,2.33,4.67,2.33,4,4.67,3.33,5,Complete
1196,BBA,1,2,26,9,0,5,4.58,3.33,5,5,Business Studies,0,0,0,0,0,1,4.67,4.33,4,0,0,0,0,0,0,0,Dropout
1197,BBA,1,1,24,12,0,5,3.75,1.17,5,5,business studies,-14000,0,0,0,1,3,1,2,1,1,1,1,2.33,4.33,2.33,0,Dropout
1198,BBA,1,1,24,126,0,5,4.67,3.4,5,5,Business Studies,0,5,0,0,1,16,5,3.67,5,5,4.33,5,4,5,4.67,4.33,Complete
1199,BBA,1,1,24,18,0,3.81,4,1.62,5,5,Business Studies,300,0,0,0,1,3,1,2.67,2,1,2.33,3.67,3,1,3.67,0,Dropout
1200,BBA,1,1,25,3,0,4.19,4.17,0.67,5,5,Businass Study,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,Dropout
1201,BBA,1,1,24,120,0,4.75,4.08,2.5,5,5,BUSINESS STUDIES,0,0,0,0,3,15,4,4,3.67,3,3,4,4,3.67,3.67,3.33,Dropout
1202,BBA,1,1,24,123,0,4.63,4.25,3.02,5,5,Business Studies,0,1,0,0,1,15,4.33,3.67,4,2,4.33,4,4.33,4.33,3.33,2,Complete
1203,BBA,1,1,23,123,0,4.56,3.83,2.59,5,5,business studies,0,1,0,0,2,14,3.67,3,2.33,4.67,2,2.67,2.33,3.67,4,4.33,Complete
1204,BBA,1,1,26,123,0,4.63,3.83,3.2,5,5,Business Studies,0,2,0,0,2,15,4.67,5,5,4,4.33,4.67,5,3.33,4.33,4.33,Complete
1205,BBA,1,2,24,48,0,4.75,4.33,1.87,5,5,Business Studies,0,0,0,0,2,7,2.33,3,2.33,4,2.33,2.33,2.67,1,2,3.67,Dropout
1206,BBA,1,1,24,0,0,4.19,4.08,0,6,6,Commerce,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1207,BBA,1,1,24,18,0,3.88,3.83,1.83,4,4,Business Studies,6000,0,0,0,0,3,2.33,2,3,2,3.33,2,4,2.67,2,0,Dropout
1208,BBA,1,1,27,21,0,5,4.1,2.09,5,5,Science,38000,1,0,0,1,5,1,1,1,1,1,1,1,2.67,1,4.33,Dropout
1209,BBA,1,1,24,123,0,5,4.17,3.14,4,5,Business Studies,0,4,0,0,0,13,3.67,3.33,3.33,2.33,4,3,3,4.33,3,4,Complete
1210,BBA,1,1,24,120,0,4.5,4.33,3.17,5,5,Business Studies,0,0,0,0,4,15,1,4,4,4.67,4.33,3.67,4,5,4.67,5,Dropout
1211,BBA,1,2,24,123,0,4.44,4.17,3.09,4,4,Science,0,0,0,0,1,13,3.67,4,4,4.33,4,3,3,3.33,5,1,Complete
1212,BBA,1,2,27,123,0,4.44,4.3,3.07,8,8,Business,0,3,0,0,1,15,3.33,4.33,3.33,3.67,4.33,4.67,4.33,4,4.33,4,Complete
1213,BBA,1,2,25,9,0,5,4.83,1.72,5,5,Commerce,0,0,0,0,0,2,1,1,1,4.67,4.33,4.33,0,0,0,0,Dropout
1214,BBA,1,1,23,15,0,5,3.92,1.56,6,6,BUSINESS STUDIES,200,0,0,0,0,3,3,2.67,1,1,1,1,3.67,2,3,0,Dropout
1215,BBA,1,1,25,18,0,3.88,3.6,1.67,5,5,Business Studies,38000,0,0,0,1,2,2.67,3,2.67,2,3.67,2,0,0,0,0,Dropout
1216,BBA,1,2,23,69,0,5,4.58,2.12,5,5,science,0,0,0,0,0,8,3.33,4.67,2.33,3,2,3.33,1,2,3,3.67,Dropout
1217,BBA,1,1,25,9,0,3.94,4.17,1.33,3,5,Business,0,0,0,0,0,2,2.33,1,1,3.67,1,3.67,0,0,0,0,Dropout
1218,BBA,1,2,26,123,0,4.69,4.42,3.7,5,5,Business studies,0,7,12,0,0,12,5,5,4.33,5,5,5,5,5,5,5,Complete
1219,BBA,1,1,25,123,0,4.4,3.5,3.76,7,7,Commerce,0,10,0,0,0,13,4.67,4.33,4.33,5,5,4.33,5,5,5,4.33,Complete
1220,BBA,1,1,24,123,0,5,3.92,2.65,5,5,Business Studies,0,0,0,0,0,15,3.33,1,3.67,3,2,4,2.33,4,3,2,Complete
1221,BBA,1,1,27,18,0,3.88,3.1,1.83,11,11,SCIENCE,33018,0,0,0,1,4,2,2.33,2.67,4,1,1,1,1,3.67,2.33,Dropout
1222,BBA,1,1,26,30,0,4.44,4,1.44,5,5,Commerce,23000,0,0,0,2,6,2,2.33,1,1,2.33,1,1,1,1,2.33,Dropout
1223,BBA,1,2,25,3,0,4.25,3.92,0,5,5,BUSINESS STUDIES,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,Dropout
1224,BBA,1,1,23,123,0,4.94,4.5,3.71,5,5,Business studies,0,10,0,0,3,14,4.67,5,5,5,5,5,4.67,4.67,5,5,Complete
1225,BBA,1,1,24,12,0,5,3.92,1.53,11,11,Science,37300,0,0,0,2,4,3.67,2.33,3,2.67,1,1,1,1,1,1,Dropout
1226,BBA,1,2,24,57,0,4.69,4.5,1.94,5,5,Business Studies,36000,0,0,0,1,10,1,1,1,1,1,1,1,1,2.33,3.67,Dropout
1227,BBA,1,1,25,30,0,4.94,4.25,1.88,5,5,Business Studies,0,0,0,0,2,8,1,1,1,1,1,1,1,1,1,1,Dropout
1228,BBA,1,1,24,0,0,4.38,3.58,0,5,5,Business Studies,37000,0,0,0,1,3,1,1,1,1,1,1,1,1,1,0,Dropout
1229,BBA,1,2,23,123,0,4.88,4.42,3.59,5,5,Business Study,0,8,0,0,6,14,4,4.67,3,1,3.33,1,4.33,4.67,4.67,3.67,Complete
1230,BBA,1,1,24,18,0,5,4.5,2.95,5,5,Business Studies,950,1,0,0,0,2,4,2.33,3.67,4.33,4.67,4.67,0,0,0,0,Dropout
1231,BBA,1,1,25,18,0,3.94,3.75,1.36,5,5,Business Studies,0,1,0,0,3,6,1,1,1,1,1,1,1,1,1,1,Dropout
1232,BBA,1,1,26,0,0,3.81,4.1,0,5,5,Commerce,37000,0,0,0,2,3,1,1,1,1,1,1,1,1,1,0,Dropout
1233,BBA,1,2,24,0,0,4.31,3.83,0,5,5,Business Study,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1234,BBA,1,2,24,123,0,4.75,4.58,2.62,5,5,Commerce,0,0,0,0,1,15,2.67,3,3.67,3,4.67,3.67,4.33,4,3.67,3.67,Complete
1235,BBA,1,2,24,0,0,4.75,4.92,0,5,5,Business Studies,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1236,BBA,1,1,25,48,0,3.69,3.5,1.96,5,5,Business Studies,22200,0,0,0,1,9,2.33,2.67,2.67,1,3.33,2,3.33,2.33,2,1,Dropout
1237,BBA,1,1,25,9,0,4.88,4.92,0.67,5,5,Business Studies,39200,0,0,0,1,2,1,1,1,2,2.67,2.33,0,0,0,0,Dropout
1238,BBA,1,1,25,0,0,5,4,0,5,5,Business Studies,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1239,BBA,1,1,23,51,0,4.81,4.5,2.06,5,5,Business Studies,51000,0,5,1,5,7,2.67,3,3.33,3.33,4,2,3.33,2.33,4,4,Dropout
1240,BBA,1,1,25,123,0,3.56,3.83,2.83,5,5,Business Studies,0,1,0,0,0,14,3,3.67,2,2.67,3.33,4,3.33,3.33,4.33,4.33,Complete
1241,BBA,1,1,27,126,0,3.8,3.83,2.73,5,5,Business Studies,0,0,0,0,6,16,2.67,1,4.67,2.67,2.33,3.33,3,3.67,3.67,3.33,Complete
1242,BBA,1,1,23,15,0,4.31,4.17,1.17,5,5,COMMERCE,0,0,0,0,2,3,1,1,1,2,2.33,3,4,3,0,0,Dropout
1243,BBA,1,1,23,0,0,4.81,4.33,0,5,5,Business Studies,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1244,BBA,1,2,24,126,0,0,0,3.7,0,0,0,0,11,5,0,1,16,4.33,5,5,5,5,5,5,5,4.33,3,Complete
1245,BBA,1,2,26,123,0,0,0,3.39,0,0,0,0,2,0,0,0,14,4.67,4,4,3.67,4.33,5,4,5,3.67,4.67,Complete
1246,BBA,1,1,27,9,0,0,0,1.53,0,0,0,-3000,0,3,0,0,3,1,1,0,3.33,3.67,3.67,0,0,0,0,Dropout
1247,BBA,1,2,24,18,0,5,3.92,1.52,5,5,Business Studies,37000,0,0,0,0,3,1,1,1,2.33,3,2.33,4,4.33,3.67,0,Dropout
1248,BBA,1,2,24,123,0,4.63,4.67,3.24,5,5,Business studies,0,1,0,0,0,14,4.33,4,4.67,5,4,5,4,4.33,4.67,5,Complete
1249,BBA,1,2,24,18,0,4.88,4,1.48,5,5,Business Studies,53000,0,0,1,0,3,1,1,1,3.67,2.67,2.67,3.33,4.33,2.67,0,Dropout
1250,BBA,1,2,23,123,0,5,4.5,2.9,5,5,Business Studies,-20,1,0,0,1,15,3.67,2,4.33,4.33,3.67,4.67,4,4.67,1,4,Complete
1251,BBA,1,1,24,57,0,5,3,2.54,2,2,Commerce,24900,1,0,0,3,9,1,1,4.67,1,1,1,2,3.33,4,3.67,Dropout
1252,BBA,1,2,24,36,0,4.88,4.17,1.73,5,5,Business Studies,0,0,0,0,3,7,1,1,1,2.67,2,3.67,1,3,4.67,1,Dropout
1253,BBA,1,2,25,9,0,4.25,3.17,1.11,11,11,Business,37000,0,0,0,1,3,1,1,1,3.67,3.33,2.67,1,1,1,0,Dropout
1254,BBA,1,1,24,6,0,4.06,3.83,0.73,6,6,Business Studies,38000,0,0,0,2,3,1,1,1,1,1,1,1,3.67,2,0,Dropout
1255,BBA,1,2,23,30,0,4.44,4.17,1.7,1,1,Business studies,0,0,0,0,2,5,4,3,3,2,2,2.33,2,1,1,4,Dropout
1256,BBA,1,1,24,123,0,4.25,4.33,2.14,5,5,business study,0,0,0,0,4,16,1,2,3.33,3,2.67,3.33,2.67,4.33,3,1,Complete
1257,BBA,1,2,25,123,0,4.56,4.58,3.48,5,5,Science,0,7,0,0,0,13,5,4.33,4.33,3,4.67,3.67,5,4.67,4.67,4,Complete
1258,BBA,1,2,25,123,0,4.8,2,3.93,2,2,Science,0,10,0,0,0,11,5,5,5,5,5,5,5,5,5,5,Complete
1259,BBA,1,1,25,132,0,5,4.25,3.09,11,11,SCIENCE,0,3,0,0,0,15,3,2,4.67,5,2,3,3.67,3.33,4,2.67,Complete
1260,BBA,1,2,25,18,0,2.2,3.4,2.33,2,13,Science,37000,1,0,0,1,3,1,1,1,5,3.67,3.67,5,4.67,5,0,Dropout
1261,BBA,1,1,24,21,0,4.25,4.17,1.59,5,5,Business Studies,35000,0,0,0,0,3,1,2.33,1,2,2,4,4,2.67,4.33,0,Dropout
1262,BBA,1,1,32,123,0,4.94,4,3.89,5,5,Science,0,5,0,0,0,7,4.67,5,5,4.33,5,5,5,5,4.67,4.67,Complete
1263,BBA,1,1,25,42,0,4.56,4.42,2.19,5,5,BUSINESS STUDIES,0,0,0,0,4,6,3.67,4,2.33,3,2.67,4.67,2.67,3.67,3,2.33,Dropout
1264,BBA,1,1,24,9,0,4.31,3.58,0.89,5,5,Commerce,4000,0,0,0,1,2,1,1,3.67,1,2.67,2,0,0,0,0,Dropout
1265,BBA,1,1,24,123,0,4.75,3.58,3.03,4,4,Business Studies,0,1,0,0,1,14,3.33,5,5,3,5,4,5,4,5,5,Complete
1266,BBA,1,1,26,18,0,4.56,4.42,1.04,5,5,Business Studies,37200,0,0,0,0,4,1,1,1,2,2,3.33,1,2,2,3,Dropout
1267,BBA,1,1,24,9,0,4.69,4.17,0.83,5,5,Business Studies,0,0,0,0,0,2,1,1,1,2,4,2,0,0,0,0,Dropout
1268,BBA,1,1,25,3,0,4.75,3.83,0.56,5,5,Business Studies,0,0,0,0,0,2,1,1,1,1,1,4.33,0,0,0,0,Dropout
1269,BBA,1,1,23,123,0,5,4.17,3.75,1,1,Science,0,10,0,0,0,13,5,4.67,4.67,4.33,4.67,5,4.67,4.67,5,5,Complete
1270,BBA,1,1,24,123,0,4.75,3.83,3.15,5,5,business studies,-2,2,0,0,2,15,3.33,3,2,3.33,4.67,3.33,3.33,3.67,4,3.67,Complete
1271,BBA,1,1,23,0,0,4.38,4.42,0,5,5,BUSINESS STUDIES,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
1272,BBA,1,1,24,27,0,4.38,4.33,2,5,5,business studies,36500,0,0,0,0,5,1,1,1,4.33,4,4,2.67,2.67,3.67,3.67,Dropout
1273,BBA,1,2,25,123,0,5,4.5,3.62,5,5,Science,0,10,0,0,0,14,5,5,5,5,5,5,4.33,5,5,5,Complete
1274,BBA,1,1,23,36,0,4.13,4.17,2.36,5,5,Science,0,0,0,0,0,4,2.67,4,3.33,2,2.67,4,3.33,4,2.33,3.33,Dropout
1275,BBA,1,2,25,123,0,5,3.92,2.59,5,5,Buness studies,0,1,0,0,1,15,1,3.67,3.67,1,4,1,2.67,3,2,4,Complete
1276,BBA,1,2,23,15,0,5,3.83,1.21,5,5,Business Study,52000,0,0,0,0,3,1,1,1,2.33,2.67,1,4.67,3,2,0,Dropout
1277,BBA,1,2,25,123,0,5,5,3.86,5,5,SCIENCE,0,11,3,0,0,13,5,5,5,5,5,5,5,5,4.67,4.67,Complete
1278,BBA,1,1,23,120,0,4.2,2.5,3.18,7,7,Business Studies,0,0,0,0,0,13,1,4,4,4.67,5,4.33,4.33,5,3,4.33,Dropout
1279,BBA,1,2,23,123,0,4.94,5,3.48,5,5,Business Studies,0,6,8,0,1,13,4,4,4.67,5,5,5,4.67,4,5,5,Complete
1280,BBA,1,1,25,9,0,4.44,5,2.55,5,5,SCIENCE,0,0,1,0,0,1,4.33,3.33,3,0,0,0,0,0,0,0,Dropout
1281,BBA,1,2,24,6,0,5,5,1.78,5,5,SCIENCE,32750,0,1,0,0,1,3.33,4,1,0,0,0,0,0,0,0,Dropout
1282,BBA,1,1,24,33,0,4.19,3.33,1.69,5,5,Business Studies,0,0,0,0,0,5,3.33,3.67,2,2.33,2,2.33,1,2,4,1,Dropout
