Id_Key,Dept,Dept,Gender,Age,Total Comp,District,SSC_RES,HSC,CGPA,SSC_Board,HSC_Board,GroupOrSubject,TotalDue,ScholarshipCount,WaiverCount,ReAdmission,TotalLateRegFineCount,StudyDurationAtUiu,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Status
3541,BSCSE,3,2,23,8.5,0,5,4.67,1.68,5,5,Science,0,0,0,0,0,2,1,1,1,5,4.67,4,0,0,0,0,Dropout
3542,BSCSE,3,1,23,17,0,4.39,3.58,1.8,4,4,Science,0,0,0,0,0,3,1,1,1,1,4,2,3.67,3.33,4.33,4.67,Dropout
3543,BSCSE,3,1,26,0,0,5,5,0,4,5,Science,14250,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3544,BSCSE,3,1,22,20,0,4.72,4.17,1.62,5,5,SCIENCE,40336,0,0,0,3,7,1,1,1,1,1,1,1,3.33,3,1,Dropout
3545,BSCSE,3,1,23,13,0,5,3.92,1.96,11,11,Science,0,0,0,0,0,2,1,3.67,1,4,3,4.33,0,0,0,0,Dropout
3546,BSCSE,3,2,21,8.5,0,5,4.67,3,5,5,Science,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,Dropout
3547,BSCSE,3,1,23,23,0,5,3.83,1.96,11,11,SCIENCE,500,0,0,0,0,3,1,4,4.33,2.33,3.33,1,3.33,1,3.33,5,Dropout
3548,BSCSE,3,1,22,13,0,5,4.5,1.11,5,5,Science,34084,0,0,0,2,4,1,1,1,1,1,1,1,1,1,3,Dropout
3549,BSCSE,3,2,23,3,0,4.89,3.92,0.47,5,5,Science,35500,0,0,0,0,1,1,2.33,1,0,0,0,0,0,0,0,Dropout
3550,BSCSE,3,2,23,13,0,4.89,4.58,2.47,4,5,SCIENCE,0,0,0,0,0,2,1,3.33,4.67,4.33,3.33,0,0,0,0,0,Dropout
3551,BSCSE,3,1,22,0,0,4.89,3.33,0,5,5,Science,-15000,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,Dropout
3552,BSCSE,3,1,23,8.5,0,5,4,2.18,4,4,SCIENCE,0,0,0,0,0,1,5,3.33,2.67,0,0,0,0,0,0,0,Dropout
3553,BSCSE,3,1,22,3,0,4.72,3.33,0.47,5,5,SCIENCE,35512,0,0,0,0,1,2.33,1,1,0,0,0,0,0,0,0,Dropout
3554,BSCSE,3,1,23,39,0,4.39,3.42,2.1,5,5,Science,0,0,0,0,1,7,1,1,1,1,4.67,3.67,1,4,1,3,Dropout
3555,BSCSE,3,1,25,13,0,4.75,3.5,1.45,4,4,Science,27000,0,0,0,0,5,1,1,1,1,1,1,1,1,4,1,Dropout
3556,BSCSE,3,1,25,9.5,0,5,4.08,0.92,5,5,SCIENCE,35500,0,0,0,0,2,2,1,2.33,3,1,3.33,0,0,0,0,Dropout
3557,BSCSE,3,1,23,3,0,5,3.58,0.35,11,11,SCIENCE,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,Dropout
3558,BSCSE,3,2,28,19,0,5,5,0.72,5,5,Science,55000,0,12,0,5,7,1,1,1,1,1,1,1,1,1,2,Dropout
3559,BSCSE,3,2,21,26,0,5,4.58,1.71,5,5,Science,46500,0,0,0,2,5,1,4.67,2,3.33,1,1,2.33,1,1,1,Dropout
3560,BSCSE,3,1,25,1,0,5,5,0.13,6,5,Science,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,Dropout
3561,BSCSE,3,1,24,0,0,4.5,3.33,0,5,5,SCIENCE,35500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3562,BSCSE,3,1,25,0,0,4.31,3.58,0,5,1,Science,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Dropout
3563,BSCSE,3,1,26,0,0,4.81,4.33,0,5,5,SCIENCE,35500,0,0,0,2,2,1,1,1,1,1,1,0,0,0,0,Dropout
3564,BSCSE,3,1,25,53,0,4.63,3.42,2.05,3,3,Science,62500,0,0,0,8,9,1,2,1,1,2.33,1,2,1,2.67,4,Dropout
3565,BSCSE,3,1,24,8.5,0,5,3.33,2.45,1,5,SCIENCE,1000,0,0,0,1,1,3.33,4.67,2.67,0,0,0,0,0,0,0,Dropout
3566,BSCSE,3,1,26,3,0,5,5,0.71,0,0,Electrical Works and Maintenance,24875,0,1,0,0,1,3,1,1,0,0,0,0,0,0,0,Dropout
3567,BSCSE,3,1,23,17,0,5,4.08,2.88,4,4,SCIENCE,0,0,0,0,1,4,4,5,3.33,4.67,3.33,5,0,0,0,0,Dropout
3568,BSCSE,3,1,23,15,0,5,4.08,1.8,11,11,SCIENCE,43000,0,0,0,1,3,1,2,3,3,1,3,4.33,3.67,0,0,Dropout
3569,BSCSE,3,1,22,0,0,4.28,3.5,0,4,5,SCIENCE,35500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3570,BSCSE,3,1,24,22,0,5,4.33,2.71,5,5,science,37000,1,0,0,1,3,2.33,2,3.33,1,4.67,1,4.33,4.67,5,0,Dropout
3571,BSCSE,3,1,23,8.5,0,5,3.33,1.33,5,5,SCIENCE,35500,0,0,0,1,2,1,1,1,3,3.67,4.67,0,0,0,0,Dropout
3572,BSCSE,3,1,23,8.5,0,4.89,4.25,1.32,5,5,SCIENCE,35500,0,0,0,0,2,1,1,1,4,4,3.33,0,0,0,0,Dropout
3573,BSCSE,3,1,23,19,0,5,4.5,2.2,5,5,SCIENCE,21999,0,0,0,2,3,2.33,2,3.33,4,3.67,4.33,0,0,0,0,Dropout
3574,BSCSE,3,1,22,45,0,4.28,3.5,2.74,5,5,Science,0,0,0,0,2,6,4,4.67,3,4,4.33,5,3.67,4,2,1,Dropout
3575,BSCSE,3,1,26,22,0,5,5,1,5,5,Science,39000,0,4,0,3,5,1,1,1,1,1,2,1,1,1,1,Dropout
3576,BSCSE,3,1,26,29,0,4.31,4.1,0,5,5,Science,11500,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,Dropout
3577,BSCSE,3,1,23,0,0,4.17,3.58,0,5,5,science,34250,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,Dropout
3578,BSCSE,3,1,33,17,0,5,5,2.19,5,5,Science,53575,0,4,0,0,4,1,1,1,5,3.33,4,5,4,4.33,0,Dropout
3579,BSCSE,3,1,23,0,0,4.88,5,0,5,5,Science,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3580,BSCSE,3,2,25,23,0,5,5,2.4,5,5,SCIENCE,100,0,3,0,0,3,3.33,3.67,3,1,4.33,2,4,3.67,3.33,0,Dropout
3581,BSCSE,3,1,22,14,0,4.17,3.75,2.3,5,5,science,0,0,0,0,0,2,2.67,2.33,3.33,3.67,4,0,0,0,0,0,Dropout
3582,BSCSE,3,1,23,13,0,4.94,4,1.86,5,5,Science,28000,0,0,0,3,3,4.33,1,1,1,1,4.67,1,2.67,3.33,0,Dropout
3583,BSCSE,3,1,23,16,0,4.5,4.08,1.13,5,5,Science,50000,0,0,0,4,5,1,1,1,1,3,2.33,1,3,1,2,Dropout
3584,BSCSE,3,1,21,26,0,4.78,4.08,2.73,5,5,Science,46500,0,0,0,1,4,3.67,4.33,4,2.67,2.33,1,4.33,2,2.33,3,Dropout
3585,BSCSE,3,2,24,27,0,5,4,3.01,6,6,Science,38000,0,0,0,2,3,5,4.67,4,4.33,4,3.33,3,3.67,4.33,4.33,Dropout
3586,BSCSE,3,1,22,22,0,5,5,1.42,5,5,Science,26998,0,4,1,0,4,2.33,1,1,1,1,2,1,4.33,4.67,3,Dropout
3587,BSCSE,3,1,23,0,0,5,4.42,0,5,5,Science,35500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3588,BSCSE,3,1,24,14,0,5,4.42,0.75,5,5,Science,41500,0,0,0,1,4,1,1,1,1,1,1,1,4,3.67,1,Dropout
3589,BSCSE,3,2,23,28.5,0,5,5,1.02,5,5,SCIENCE,0,0,3,0,0,4,1,1,2.33,1,1,3,1,2.33,5,3,Dropout
3590,BSCSE,3,1,22,8.5,0,4.67,3.25,1.45,5,5,Science,36500,0,0,0,1,2,1,1,1,4.33,3.67,3.67,0,0,0,0,Dropout
3591,BSCSE,3,1,23,35,0,4.72,4.5,2.64,5,5,SCIENCE,24998,0,0,0,3,5,3,3,1,2.67,4.33,4.67,4,1,4.67,1,Dropout
3592,BSCSE,3,1,24,4,0,3.28,3.42,1.1,5,5,Science l,0,0,0,0,1,2,1,3.33,3.33,0,0,0,0,0,0,0,Dropout
3593,BSCSE,3,2,22,16,0,5,4.08,2.84,5,5,Science,0,0,0,0,0,2,3.33,3,4,4.33,4.67,0,0,0,0,0,Dropout
3594,BSCSE,3,1,22,16,0,4.56,4.25,2.18,5,5,Science,0,0,0,0,3,3,2,3.33,3.67,3.33,3.33,0,0,0,0,0,Dropout
3595,BSCSE,3,1,24,24,0,4.75,4.25,2.3,5,5,Science,0,0,0,0,0,3,3.33,3.67,2.67,4.33,2,3.67,0,0,0,0,Dropout
3596,BSCSE,3,1,24,15,0,5,5,1.1,5,5,Science,22000,0,4,0,2,5,1,1,1,1,1,1,1,1,1,1,Dropout
3597,BSCSE,3,2,23,8.5,0,5,4.75,0.88,5,5,Science,0,0,0,0,1,4,1,3,1,1,2,1,3,1,2,0,Dropout
3598,BSCSE,3,1,27,7,0,4.69,3.2,0.67,5,5,Science,75000,0,0,0,3,5,1,1,1,1,1,1,2,1,1,1,Dropout
3599,BSCSE,3,1,24,3,0,0,4.75,1.06,10,10,SCIENCE,52375,0,3,0,2,3,1,1,4,1,1,1,1,1,1,0,Dropout
3600,BSCSE,3,1,26,0,0,0,4.75,0,10,10,Science,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3601,BSCSE,3,1,23,40,0,0,0,2.77,0,0,0,-7,0,0,0,2,5,4,2.33,1,4.33,2.33,3.67,3.67,4.33,3.67,4.67,Dropout
3602,BSCSE,3,1,23,33,0,0,0,1.81,0,0,0,60000,0,0,0,1,6,1,1,1,1,2,2.33,4.67,5,3.67,4,Dropout
3603,BSCSE,3,1,21,31,0,5,5,2.14,5,5,Science,39000,0,5,0,0,5,1,2.33,2.67,3,4,4.33,3.33,1,4,3.67,Dropout
3604,BSCSE,3,1,23,7.5,0,5,3.42,1.22,5,5,Science,34500,0,0,0,1,2,1,1,1,4,3,0,0,0,0,0,Dropout
3605,BSCSE,3,1,28,16,0,5,3.1,3.55,9,5,science,54000,0,0,0,1,3,4.33,5,3.33,4.33,4.67,0,0,0,0,0,Dropout
3606,BSCSE,3,1,22,15,0,5,4.92,1.8,5,5,Science,54000,0,0,0,0,3,1,1,1,4.33,1,3,1,4.33,4,0,Dropout
3607,BSCSE,3,1,23,12.5,0,3.89,3.92,0.98,5,5,Science,46500,0,0,0,0,3,1,1,3,2.67,4,2,2.33,0,0,0,Dropout
3608,BSCSE,3,1,22,0,0,5,4.58,0,5,5,Scince,35500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3609,BSCSE,3,2,25,40,0,4.38,3.58,2.55,4,4,Science,44000,0,0,0,0,4,3,2.33,5,4.33,4,4.33,4,2.67,3,4,Dropout
3610,BSCSE,3,1,22,8.5,0,4.39,3.25,1.16,8,8,Science,34500,0,0,0,1,2,1,1,1,3.67,3,3.67,0,0,0,0,Dropout
3611,BSCSE,3,1,23,13,0,5,5,2.41,5,5,Science,0,0,3,0,0,3,1,1,5,3.33,4,4.67,0,0,0,0,Dropout
3612,BSCSE,3,1,21,7.5,0,4.91,5,1.19,5,11,Science,34825,0,2,0,1,2,1,1,1,3.67,1,3.33,0,0,0,0,Dropout
3613,BSCSE,3,1,21,17,0,4.64,3.25,1.59,5,5,Science,48000,0,0,1,0,3,1,1,1,1,1,3.67,2.67,3.33,4,3.67,Dropout
3614,BSCSE,3,1,23,17,0,4.44,3.75,3,9,5,Science,34500,0,0,0,1,2,3,4.33,5,4,4.33,4.33,0,0,0,0,Dropout
3615,BSCSE,3,2,25,8.5,0,5,4.8,1.11,11,11,Science,0,0,0,1,1,2,1,1,1,1,1,2.67,4.67,4.33,0,0,Dropout
3616,BSCSE,3,1,23,4,0,4.5,3.75,0.88,5,5,Science,1000,0,0,0,1,2,1,1,1,4,3.67,1,0,0,0,0,Dropout
3617,BSCSE,3,1,22,4,0,4.09,3.67,1.02,1,1,SCIENCE,-11,0,0,0,0,2,1,3.67,3,1,0,0,0,0,0,0,Dropout
3618,BSCSE,3,1,23,8.5,0,5,4.83,3.67,4,5,Science,3,1,0,0,0,1,4.67,3.67,5,0,0,0,0,0,0,0,Dropout
3619,BSCSE,3,2,22,17,0,5,3.92,3.04,5,5,Science,0,0,0,0,0,2,4,4.33,3.67,3.67,3.67,4.67,0,0,0,0,Dropout
3620,BSCSE,3,1,22,27,0,4.83,3.83,2.1,5,5,Science,40500,0,0,0,0,6,1,1,1,3.33,4.33,4,1,2,5,4.33,Dropout
3621,BSCSE,3,1,21,16,0,3.86,3.08,1.6,5,5,Science,54012,0,0,0,1,5,1,1,1,1,3.67,1,1,4,3.33,3.33,Dropout
3622,BSCSE,3,1,22,12.5,0,3.67,3.33,1.27,5,5,Science,30500,0,0,0,2,3,1,2,3.33,3,1,3.33,2.67,0,0,0,Dropout
3623,BSCSE,3,1,21,0,0,4,3.58,0,4,4,Science,37000,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3624,BSCSE,3,1,20,8.5,0,4.59,3.25,1.57,5,5,Science,0,0,0,0,1,2,1,3,1,2.67,3.67,3.67,0,0,0,0,Dropout
3625,BSCSE,3,1,25,40,0,4.78,3.42,2.05,0,5,Science,0,0,0,0,0,5,2.67,3.33,4.33,3,3.33,2.67,5,2.33,2.67,2,Dropout
3626,BSCSE,3,1,22,8.5,0,5,4.67,2.59,5,5,Science,0,0,0,0,0,1,4.33,3,4,0,0,0,0,0,0,0,Dropout
3627,BSCSE,3,1,21,3,0,3.95,3.08,0.24,5,5,Science,41500,0,0,0,1,2,1,1,1,1,2,1,1,0,0,0,Dropout
3628,BSCSE,3,2,22,7.5,0,5,3.58,1.53,5,5,Science,0,0,1,0,1,1,1,2.33,3,0,0,0,0,0,0,0,Dropout
3629,BSCSE,3,1,22,3,0,4.83,3.17,0.71,5,5,SCIENCE,2500,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,Dropout
3630,BSCSE,3,1,25,0,0,4.38,3.08,0,8,5,Science,35700,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Dropout
3631,BSCSE,3,2,22,46,0,4.45,3.58,2.99,5,5,Science,0,0,0,0,0,5,4.33,2.33,4,3.33,3.67,4.33,4.33,4.67,3,5,Dropout
3632,BSCSE,3,1,20,0,0,4.36,3,0,5,5,SCIENCE,35500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3633,BSCSE,3,1,24,0,0,4.17,3.5,0,4,5,Science,39500,0,0,0,1,3,1,1,1,1,1,1,1,1,1,0,Dropout
3634,BSCSE,3,1,22,48,0,4.72,3.5,2.27,5,5,Science,69000,1,0,0,3,6,1,1,1,1,1,1,2.67,3.67,4,3.33,Dropout
3635,BSCSE,3,1,23,16,0,4.78,2.33,1.52,5,5,SCIENCE,47500,0,0,0,2,3,3,1,1,3.33,2.33,2.33,2.67,3,0,0,Dropout
3636,BSCSE,3,1,22,8.5,0,4.82,3.75,1.28,5,5,Science,36500,0,0,0,1,3,1,1,1,1,3,1,1,2.33,3.67,1,Dropout
3637,BSCSE,3,1,22,5.5,0,5,5,0.61,11,11,Science,49250,0,2,0,1,2,1,1,1,1,3,1,2.33,0,0,0,Dropout
3638,BSCSE,3,1,23,1,0,4.11,3.33,0.25,5,5,Science,37000,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,Dropout
3639,BSCSE,3,1,24,7.5,0,4.67,4.25,0.94,5,5,SCIENCE,34500,0,0,0,1,2,1,1,1,3,3,0,0,0,0,0,Dropout
3640,BSCSE,3,1,22,0,0,4.39,3.25,0,4,5,SCIENCE,35500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3641,BSCSE,3,1,23,53,0,5,4,1.91,11,11,science,38996,0,0,0,1,8,1,1,1,4,2,3,1,2,2,3,Dropout
3642,BSCSE,3,1,23,38,0,5,4.58,1.49,4,5,Science,46500,0,0,0,2,7,1,1,1,1,1,1,1,1,1,2.33,Dropout
3643,BSCSE,3,1,27,0,0,4,3.6,0,8,5,Science,36500,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Dropout
3644,BSCSE,3,1,21,0,0,5,5,0,5,5,Science,23875,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3645,BSCSE,3,1,21,22,0,5,5,2.98,5,5,Science,0,0,4,0,0,4,2.67,4.67,3.67,3.67,5,4,5,0,0,0,Dropout
3646,BSCSE,3,1,21,26,0,5,5,2.39,3,3,SCIENCE,0,0,6,0,0,6,1,1,2,1,2.67,1,4.67,4,1,4,Dropout
3647,BSCSE,3,1,22,16,0,5,4.33,2.26,5,5,SCIENCE,0,0,0,0,0,2,1,3.33,3,5,4.33,3.67,0,0,0,0,Dropout
3648,BSCSE,3,1,22,3,0,4.86,3.67,0.71,5,5,SCIENCE,34500,0,0,0,1,1,3,1,1,0,0,0,0,0,0,0,Dropout
3649,BSCSE,3,1,21,4,0,4.59,3.67,0.32,5,5,science,0,0,0,0,0,2,1,1,1,2,2,1,0,0,0,0,Dropout
3650,BSCSE,3,2,22,31,0,5,4.83,1.9,5,5,Science,-5500,0,6,0,1,6,1,1,1,2.67,2,1,1,1,1,4.33,Dropout
3651,BSCSE,3,1,23,31,0,4.83,4.42,1.74,5,5,Science,46500,0,6,0,1,6,1,1,1,2,2.33,1,1,1,1,4,Dropout
3652,BSCSE,3,1,21,8.5,0,4.95,4.83,3.35,6,6,Science,31500,0,0,0,0,1,4,5,4.67,0,0,0,0,0,0,0,Dropout
3653,BSCSE,3,1,22,0,0,4.91,3.67,0,5,5,SCIENCE,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3654,BSCSE,3,1,21,8.5,0,4.82,3.5,3.21,5,5,Science,0,0,0,0,0,1,4.33,4,4.33,0,0,0,0,0,0,0,Dropout
3655,BSCSE,3,2,22,8.5,0,5,4.08,1.51,5,5,Science,46500,0,0,0,0,2,1,1,3.67,4.67,3.33,0,0,0,0,0,Dropout
3656,BSCSE,3,1,24,0,0,5,4.83,0,5,5,Science,51500,0,0,0,2,3,1,1,1,1,1,1,1,1,1,0,Dropout
3657,BSCSE,3,1,21,8.5,0,5,4.42,1.7,5,5,Science,46500,0,0,0,0,2,1,1,4.67,4,4.33,0,0,0,0,0,Dropout
3658,BSCSE,3,2,23,16,0,5,3.33,2.4,11,5,science,0,0,0,0,1,2,2.33,3.33,4,4,4,0,0,0,0,0,Dropout
3659,BSCSE,3,1,20,16,0,5,5,3.2,5,5,Science,0,0,2,0,0,2,4,4.33,4,4.33,4.67,0,0,0,0,0,Dropout
3660,BSCSE,3,1,23,0,0,4.94,3.42,0,4,4,Science,34500,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Dropout
3661,BSCSE,3,1,23,7.5,0,4.44,3.33,1.88,5,5,Science,0,0,0,0,1,1,1,3.33,3,0,0,0,0,0,0,0,Dropout
3662,BSCSE,3,1,21,4,0,4.82,3.75,1.06,5,5,Science,35500,0,0,0,1,1,1,3.67,2,0,0,0,0,0,0,0,Dropout
3663,BSCSE,3,1,21,0,0,4.59,4.67,0,5,5,Science,34500,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Dropout
3664,BSCSE,3,1,22,8.5,0,5,5,3.29,11,11,Science,9000,0,2,0,0,2,4.67,3,4.33,0,0,0,0,0,0,0,Dropout
3665,BSCSE,3,1,22,17,0,5,5,2.52,5,5,Science,51500,0,2,0,0,2,2,3,3.33,4,4.33,3.33,0,0,0,0,Dropout
3666,BSCSE,3,1,21,8.5,0,5,5,2.41,5,5,Science,-125,0,1,0,0,1,4,4,2.33,0,0,0,0,0,0,0,Dropout
3667,BSCSE,3,1,21,0,0,5,5,0,5,5,Science,23875,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3668,BSCSE,3,1,20,13,0,5,5,3.8,5,5,SCIENCE,2500,1,1,0,0,2,5,4.67,4.33,0,0,0,0,0,0,0,Dropout
3669,BSCSE,3,1,22,7.5,0,5,5,2.76,5,5,Science,-125,0,1,0,0,1,4,1,4.33,0,0,0,0,0,0,0,Dropout
3670,BSCSE,3,1,21,8.5,0,4.55,5,2.61,4,4,Science,0,0,1,0,0,1,4,3.33,3.67,0,0,0,0,0,0,0,Dropout
3671,BSCSE,3,1,22,8.5,0,5,5,2.41,5,5,Science,0,0,1,0,0,1,4.67,2,2,0,0,0,0,0,0,0,Dropout
3672,BSCSE,3,1,21,0,0,5,5,0,5,5,Science,23875,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3673,BSCSE,3,1,20,8.5,0,5,5,2.96,5,5,Science,-125,0,1,0,0,1,4,4,3.67,0,0,0,0,0,0,0,Dropout
3674,BSCSE,3,1,24,0,0,5,5,0,8,8,Science,24875,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Dropout
3675,BSCSE,3,1,22,45,0,5,5,3.26,5,5,SCIENCE,0,0,5,0,0,6,2.67,5,3.67,4.33,3.67,5,4.67,5,4,4.33,Dropout
3676,BSCSE,3,2,23,41,0,5,5,3.23,5,5,Science,0,0,7,0,1,5,3,5,5,3.33,4,4,4.67,5,5,4,Dropout
3677,BSCSE,3,1,22,0,0,5,5,0,5,5,SCIENCE,23875,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3678,BSCSE,3,1,22,0,0,4.78,5,0,4,4,Science,23875,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3679,BSCSE,3,1,22,8.5,0,5,5,3.02,4,4,SCIENCE,0,0,1,0,1,1,2.67,4,4.33,0,0,0,0,0,0,0,Dropout
3680,BSCSE,3,1,23,26,0,5,2,3.82,7,7,SCIENCE,43750,2,0,0,1,3,5,4.33,5,5,5,5,4.67,0,0,0,Dropout
3681,BSCSE,3,1,22,16,0,4.95,3.92,2.03,5,5,Science,0,0,0,0,1,3,1,1,1,5,3,5,4,2.33,1,0,Dropout
3682,BSCSE,3,1,23,8.5,0,4.78,4.17,1.05,5,5,Science,29750,0,0,0,2,4,1,1,1,1,4,2,1,2.33,0,0,Dropout
3683,BSCSE,3,1,24,16,0,4.39,3.23,1.67,5,0,Telecommunication,54000,0,0,0,1,3,1,1,1,3.33,3.67,3.67,3.33,4.33,0,0,Dropout
3684,BSCSE,3,1,23,8.5,0,3.89,4.75,1.37,5,5,SCIENCE,51500,0,0,0,0,2,1,1,1,4,3.67,3.33,0,0,0,0,Dropout
3685,BSCSE,3,1,22,27,0,5,4.5,2.75,5,5,Science,11000,0,0,0,0,4,1,1,5,3.67,3.33,2.33,3.67,5,4,4.33,Dropout
3686,BSCSE,3,1,21,19,0,5,4.58,3.11,5,5,Science,43500,0,0,0,1,2,4.33,4.33,3,4.67,4,4.67,0,0,0,0,Dropout
3687,BSCSE,3,1,20,37,0,5,4.33,2.86,5,5,SCIENCE,0,0,0,0,0,4,4.67,1,4,4,2.33,3.67,3.33,4.33,2.67,4.33,Dropout
3688,BSCSE,3,2,20,19,0,4.82,4.67,1.76,5,5,Science,59000,0,0,0,0,3,1,1,1,1,3.33,4,3,3,4,4,Dropout
3689,BSCSE,3,1,21,4.5,0,5,4,0,5,5,Science,32000,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,Dropout
3690,BSCSE,3,1,21,8.5,0,5,4.5,1.58,11,11,SCIENCE,47500,0,0,0,1,2,1,1,4.33,4.33,3.67,0,0,0,0,0,Dropout
3691,BSCSE,3,1,20,19,0,4.86,3.5,1.07,4,4,SCIENCE,59000,0,0,0,2,4,1,1,1,1,2.67,1,1,3.67,3,1,Dropout
3692,BSCSE,3,1,21,4,0,4.86,3.58,1.26,5,5,Science,0,0,0,0,0,2,1,4,2.67,1,1,1,0,0,0,0,Dropout
3693,BSCSE,3,1,22,19,0,5,3.92,1.81,4,4,SCIENCE,8500,0,0,0,0,4,1,1,3,1,3.67,3.67,2.67,3.33,3.33,2.67,Dropout
3694,BSCSE,3,1,25,8.5,0,5,5,1.27,4,5,Science,47500,0,2,0,2,2,1,1,4.33,3,3.67,0,0,0,0,0,Dropout
3695,BSCSE,3,1,21,8.5,0,4.91,4.08,2.72,11,11,Science,0,0,0,0,1,1,3.33,4.33,3.67,0,0,0,0,0,0,0,Dropout
3696,BSCSE,3,2,21,7.5,0,4.86,3.67,2.23,5,5,Science,0,0,0,0,0,1,2.33,4.33,1,0,0,0,0,0,0,0,Dropout
3697,BSCSE,3,1,20,1,0,4.68,3.67,0.29,8,5,Science,62500,0,0,0,3,6,1,1,1,1,1,1,1,1,1,1,Dropout
3698,BSCSE,3,1,22,8.5,0,5,3.58,1.11,5,5,Science,46500,0,0,0,0,2,1,1,4.67,3,2.67,0,0,0,0,0,Dropout
3699,BSCSE,3,2,20,0,0,5,4.67,0,5,5,Science,34500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3700,BSCSE,3,1,21,8.5,0,5,5,3.23,8,8,Science,0,0,1,0,0,1,5,4.33,4,0,0,0,0,0,0,0,Dropout
3701,BSCSE,3,1,22,24,0,5,4.5,2.74,5,5,Science,48000,0,0,0,0,4,4.67,1,4,3.67,4,4,3.67,4,4.33,5,Dropout
3702,BSCSE,3,2,21,16,0,4.5,4.33,2.94,4,5,Science,0,0,0,0,0,2,4,3.33,4,4.33,5,0,0,0,0,0,Dropout
3703,BSCSE,3,2,21,8.5,0,5,4.17,1.74,5,5,Science,23500,0,0,0,1,2,1,1,4,4.33,4.67,0,0,0,0,0,Dropout
3704,BSCSE,3,1,22,8.5,0,5,4.67,3.23,11,5,SCIENCE,0,0,0,0,0,1,4,4.33,5,0,0,0,0,0,0,0,Dropout
3705,BSCSE,3,1,24,24.5,0,2.2,4,1.72,5,5,Science,0,0,0,0,2,5,2.33,1,2,2,1,2,3,4,1,2.33,Dropout
3706,BSCSE,3,1,21,8.5,0,4.64,3.75,3.2,5,5,Science,1000,0,0,0,0,1,4.33,4,4.67,0,0,0,0,0,0,0,Dropout
3707,BSCSE,3,1,21,16,0,5,4.33,1.6,5,5,science,0,0,0,0,1,3,1,1,1,3,2.67,3.67,4,4.67,0,0,Dropout
3708,BSCSE,3,1,20,0,0,4.95,3.83,0,5,5,science,0,0,0,0,2,4,1,1,1,1,1,1,0,0,0,0,Dropout
3709,BSCSE,3,1,21,25,0,5,4.83,3.76,8,8,Science,-6350,2,0,0,0,4,5,5,5,5,5,5,1,0,0,0,Dropout
3710,BSCSE,3,1,23,8.5,0,4.89,3.59,1.47,4,0,COMPUTER,61500,0,0,0,0,2,1,1,1,4.33,4.67,4,0,0,0,0,Dropout
3711,BSCSE,3,1,22,8.5,0,4.94,3.5,2.71,5,5,Science,0,0,0,0,1,1,2,3.67,4.33,0,0,0,0,0,0,0,Dropout
3712,BSCSE,3,1,21,8.5,0,5,4.17,1.58,5,5,science,0,0,0,0,1,2,1,1,1,4,4.33,4.33,0,0,0,0,Dropout
3713,BSCSE,3,1,22,29,0,5,4.08,2.81,4,5,SCIENCE,45000,0,0,0,2,4,4.33,3,3,2.33,4.33,3.67,4.33,3.67,4.33,4.33,Dropout
3714,BSCSE,3,1,21,0,0,4.82,3.67,0,5,5,Science,34500,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
