Id_Key,Dept,Gender,Age,Total Comp,District,SSC_RES,HSC,CGPA,SSC_Board,HSC_Board,GroupOrSubject,TotalDue,ScholarshipCount,WaiverCount,ReAdmission,TotalLateRegFineCount,StudyDurationAtUiu,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,Course_10,Status
3794,3,1,19,2,5,5,5,0.52,7,7,Other,0,0,1,0,0,1,3.33,1,1,1,0,0,0,0,0,0,Dropout
3795,3,1,23,18,2,4.61,4.33,2.17,8,5,Science,54500,0,0,0,1,2,2,3.67,2,2,3.33,4,4.33,4.67,0,0,Dropout
3796,3,1,24,2,5,4.73,0,0.22,5,5,Science,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,Dropout
3797,3,1,23,2,1,5,5,0.22,5,5,Science,0,0,2,0,0,1,2,1,1,1,0,0,0,0,0,0,Dropout
3798,3,1,23,21,5,4.82,3.42,1.88,5,5,Science,0,0,0,0,0,3,1,2,2,1,1,3.33,3.67,4.33,5,4,Dropout
3799,3,1,20,2,5,4.67,5,0.22,5,5,Science,25750,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,Dropout
3800,3,1,22,0,5,4.56,4.5,0,5,5,Science,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3801,3,1,19,0,5,5,5,0,5,5,Science,17750,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3802,3,1,19,0,5,4.17,4.33,0,5,5,Science,25000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3803,3,1,20,9,5,4.45,4,3,5,5,Science,0,0,0,0,0,1,4.33,5,5,2.67,0,0,0,0,0,0,Dropout
3804,3,1,22,9,2,4.27,3.58,0.8,4,5,Science,59000,0,0,0,0,3,1,1,1,1,1,1,1,1,2.33,3.33,Dropout
3805,3,1,21,21,2,3.17,3.67,1.47,4,5,Science,0,0,0,0,0,3,2.67,2,2.67,2,2.67,1,2,2,2.67,1,Dropout
3806,3,1,20,19,2,4.17,4.33,1.39,11,11,Science,44000,0,0,0,0,3,1,2,1,2,2,2,1,4.33,3.67,4,Dropout
3807,3,1,20,11,2,3.67,4.17,1.18,5,5,Science,59500,0,0,0,1,3,1,1,1,1,2,1,1,4,1,4.67,Dropout
3808,3,1,22,2,2,4.91,4.92,0.22,5,11,Science,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,Dropout
3809,3,1,21,0,2,4.91,4.67,0,5,11,Science,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3810,3,1,21,0,2,5,4.17,0,5,5,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3811,3,1,20,2,2,3.28,3.5,0.3,1,1,Science,24500,0,0,0,0,1,1,2.33,1,1,0,0,0,0,0,0,Dropout
3812,3,1,23,5,5,4.72,4.42,0.29,5,5,Science,1000,0,0,0,0,2,1,1,1,1,1,2,1,2,0,0,Dropout
3813,3,1,21,14,12,4.8,4,3.36,7,7,Other,20750,0,2,0,0,2,4,3.67,5,4.33,4.67,4.33,0,0,0,0,Dropout
3814,3,1,21,17,2,4.61,4.75,2.14,8,8,Science,0,0,0,0,0,2,3.33,2,3.67,4.67,3,4,2.67,0,0,0,Dropout
3815,3,2,21,0,2,5,5,0,5,5,Science,25750,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3816,3,2,20,9,5,5,5,3.78,5,5,Science,24625,1,1,0,0,1,4.33,5,5,5,0,0,0,0,0,0,Dropout
3817,3,1,20,0,4,4.22,4.5,0,4,4,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3818,3,2,20,23,5,4.83,5,2.35,5,5,Science,64000,0,3,0,0,3,1,4.67,2.33,2,4,4.33,3,3.33,4.33,3.67,Dropout
3819,3,1,20,29,5,4.78,5,3.3,5,5,Science,51250,2,1,0,1,3,4.33,3.67,3,5,2.67,4.67,4.67,4.67,5,5,Dropout
3820,3,1,22,29,2,5,5,3.84,5,5,Science,0,2,2,0,0,3,5,5,5,5,5,5,5,4.67,5,3.67,Dropout
3821,3,1,22,0,1,4.56,4.42,0,9,1,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3822,3,2,22,0,5,5,4.08,0,5,5,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3823,3,1,20,1,5,4.33,4.08,0.44,5,5,Science,11000,0,0,0,0,1,1,1,5,1,0,0,0,0,0,0,Dropout
3824,3,1,22,9,5,5,4.25,2.26,5,5,Science,7000,0,0,0,0,1,3.67,2,5,3.67,0,0,0,0,0,0,Dropout
3825,3,1,22,0,5,5,3.17,0,5,5,Science,36000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3826,3,2,21,9,2,5,4.42,2.36,5,5,Science,13500,0,0,0,0,2,1,1,4,5,5,5,0,0,0,0,Dropout
3827,3,1,22,0,2,4.23,4.58,0,5,5,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3828,3,1,20,3,4,3.83,4,0.28,4,3,Science,0,0,0,0,0,2,1,1,1,1,2.33,2,0,0,0,0,Dropout
3829,3,1,22,6,2,4.56,3.35,1.15,4,0,Science,9750,0,2,0,0,1,1,3.33,2.33,3,0,0,0,0,0,0,Dropout
3830,3,1,21,0,5,5,4.33,0,5,5,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3831,3,1,21,6,1,4.5,4.67,0.72,6,6,Science,22250,0,0,0,0,2,1,1,1,1,1,3.67,3.67,2.67,0,0,Dropout
3832,3,1,19,0,4,4.56,4.75,0,4,4,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3833,3,1,25,0,2,5,2.56,0,0,0,Science,23250,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3834,3,1,21,9,2,5,4.5,1.56,12,12,Science,54000,0,0,0,0,2,1,1,1,1,4,4,4.33,4,0,0,Dropout
3835,3,1,19,9,5,4.67,4.92,1.78,5,5,Science,54000,0,0,0,0,2,1,1,1,1,4.33,5,4.33,4.33,0,0,Dropout
3836,3,1,21,9,5,4.89,5,2.08,5,5,Science,0,0,1,0,0,1,3.67,3,2.67,3.33,0,0,0,0,0,0,Dropout
3837,3,2,20,5,5,5,5,1,8,8,Science,13500,0,1,0,0,1,3,2.67,1,1,0,0,0,0,0,0,Dropout
3838,3,1,19,0,2,5,5,0,11,11,Science,25750,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3839,3,1,22,0,5,5,2.83,0,5,5,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3840,3,1,21,2,5,4.22,4.58,0.44,5,5,Science,27000,0,0,0,0,1,1,1,2.33,0,0,0,0,0,0,0,Dropout
3841,3,2,21,2,13,4.67,4.83,0.22,5,5,Science,38000,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,Dropout
3842,3,1,23,3,2,5,5,0.89,5,5,Science,25750,0,1,0,0,1,1,3.67,2.33,0,0,0,0,0,0,0,Dropout
3843,3,1,22,0,2,4.39,4.5,0,11,11,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3844,3,1,20,6,2,4.78,4.42,0.7,11,11,Science,5000,0,0,0,0,2,1,2.33,2.67,1,1,2,0,0,0,0,Dropout
3845,3,1,19,10,2,5,5,1.61,4,5,Science,54000,0,2,0,0,2,1,1,1,2.67,4.67,3.33,4.33,4,0,0,Dropout
3846,3,1,27,5,2,5,4.7,0.78,5,5,Science,38000,0,0,0,0,1,1,1,3,2,0,0,0,0,0,0,Dropout
3847,3,1,20,0,2,5,4.58,0,5,5,Science,27000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3848,3,1,24,0,2,4.72,3.08,0,5,5,Science,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3849,3,1,20,9,5,4.61,5,2.08,5,5,Science,0,0,1,0,0,1,3.33,3.67,3.67,2,0,0,0,0,0,0,Dropout
3850,3,1,23,9,1,4.22,4.25,1.07,6,6,Science,13500,0,0,0,0,2,2,2,1,3,1,4.33,3.33,1,0,0,Dropout
3851,3,2,20,9,5,5,5,1.48,5,5,Science,54000,0,2,0,0,2,1,1,1,1,3.33,2.67,4.67,5,0,0,Dropout
3852,3,1,19,0,2,5,5,0,7,7,Other,48000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3853,3,1,20,2,2,4.36,4.33,0.3,11,11,Science,0,0,0,0,0,1,1,2.33,1,1,0,0,0,0,0,0,Dropout
3854,3,1,23,9,1,4.78,5,2.67,8,5,Science,25750,0,1,0,0,1,3.67,3.33,3.67,4,0,0,0,0,0,0,Dropout
3855,3,2,20,6,3,5,5,0,7,7,Other,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,Dropout
3856,3,1,24,6,0,87.43,87.43,1.04,10,10,Science,25750,0,1,0,0,1,3.33,2,1,2.67,0,0,0,0,0,0,Dropout
3857,3,1,21,0,2,4.22,4.17,0,8,8,Science,29250,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3858,3,1,20,0,5,4.89,5,0,5,5,Science,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3859,3,1,25,2,5,4.25,3.92,0.44,5,5,Science,-10000,0,1,0,0,1,1,1,3,1,0,0,0,0,0,0,Dropout
3860,3,1,23,5,4,5,3.33,0.93,4,4,Science,-10000,0,1,0,0,1,2,3.67,1,1,0,0,0,0,0,0,Dropout
3861,3,1,23,2,1,4.46,3.06,0.67,0,0,Other,9750,0,1,0,0,1,1,1,4,1,0,0,0,0,0,0,Dropout
3862,3,1,22,0,5,5,3.83,0,5,5,Science,38000,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3863,3,2,19,0,2,4.83,5,0,5,5,Science,25750,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3864,3,2,20,0,2,4.94,5,0,5,5,Science,25750,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3865,3,1,23,6,2,4.56,3.42,1.78,5,5,Science,22500,0,0,0,0,1,3.67,4,3,1,0,0,0,0,0,0,Dropout
3866,3,1,20,0,6,4.17,4.5,0,9,6,Science,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3867,3,1,21,9,2,4.89,5,2.15,5,5,Science,0,0,1,0,0,1,2.67,3.67,2.67,4.33,0,0,0,0,0,0,Dropout
3868,3,1,21,0,2,4.78,5,0,4,4,Science,25750,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Dropout
3869,3,1,20,6,0,70,70,0.93,10,10,Science,0,0,1,0,0,1,1,2.33,2,3,0,0,0,0,0,0,Dropout
3870,4,1,26,0,0,4,4,0,6,6,Bust.studies,20300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3871,4,1,28,120,0,4.69,4.1,2.59,5,5,Business,0,0,0,0,0,11,3,4.33,4.33,3.67,3,2,2.67,4.33,3.67,3.33,Complete
3872,4,2,27,30,0,4,4.8,1.93,5,5,Business studies,0,0,0,0,2,6,3,3.67,2.67,4,1,3.67,2,1,2,1,Dropout
3873,4,1,24,120,0,4.31,4.3,2.25,5,11,HUMANITIES,18600,0,0,0,10,11,3,2.33,1,4,4.67,2.67,3.33,2,3.33,1,Complete
3874,4,2,27,120,0,5,5,3.77,5,5,SCIENCE,0,6,6,0,2,11,5,5,5,4.67,5,5,4.67,5,4.67,5,Complete
3875,4,1,27,120,0,4.75,4.8,3.46,5,5,B. STUDY,0,2,0,0,0,11,3.67,4.67,5,5,4.33,4.67,5,4.33,5,4,Complete
3876,4,2,26,120,0,5,5,3.94,5,5,Buisness Studies,-273,8,5,0,1,12,5,4.33,5,5,5,5,4.33,5,5,4.67,Complete
3877,4,1,27,120,0,3.81,3.3,2.43,5,5,Business Studies,0,0,0,0,1,12,2,3.67,3.33,4.33,4,3.67,2.67,4,2.67,4,Complete
3878,4,2,25,120,0,3.63,3.4,2.87,4,4,HUMANITIES,-6,0,0,0,2,15,4.67,2.67,4.33,2.67,2.67,1,2,3.67,1,2.67,Complete
3879,4,1,0,9,0,3.56,4.58,0.72,6,5,0,25300,0,0,1,0,2,1,1,1,2.67,3.67,0,0,0,0,0,Dropout
3880,4,1,27,123,0,4.19,4.1,2.61,5,5,COMMERCE,0,0,0,0,2,15,4.33,2.67,4,4,2,3.33,2,3.33,2,3.67,Complete
3881,4,1,27,24,0,3.75,3.8,1.18,5,0,Business studies,37400,0,0,0,3,8,1,1,1,1,2,1,1,1,1,1,Dropout
3882,4,2,26,120,0,5,4.6,3.85,11,11,Science,4100,8,0,0,4,12,4.67,5,5,4.67,3.33,5,4.67,4.33,4.33,1,Complete
3883,4,1,0,6,0,3.75,3.5,1,11,11,Arts,-800,0,0,0,0,2,2,1,1,3,1,0,0,0,0,0,Dropout
3884,4,2,27,120,0,5,5,3.61,5,0,Science,0,6,5,0,5,11,5,5,4.67,5,4.67,4.67,5,5,5,5,Complete
3885,4,2,26,120,0,5,5,3.92,5,5,Business Studies,-60,4,8,0,2,12,5,5,5,4.67,4.67,5,5,4.67,5,5,Complete
3886,4,1,31,120,0,5,4.6,3.58,4,4,Science,0,2,0,0,0,9,5,5,5,4.33,5,5,5,5,5,5,Complete
3887,4,1,25,120,0,3.44,4.3,2.5,5,5,COMMARCE,0,0,0,0,0,14,1,4,3.33,2,3.67,2.33,2.67,2.33,3.67,4,Complete
3888,4,2,26,120,0,4.44,4.1,2.63,4,4,science,0,0,0,0,0,14,2.33,4,4,2.67,4,2.67,3.33,3.33,2,4,Complete
3889,4,2,0,0,0,3.81,4.8,0,5,5,HUMANITIES,24175,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3890,4,1,29,120,0,3.81,4.8,3.26,8,8,Business,-1,0,0,0,1,8,4.67,4,3.67,3.33,4.67,4,4.33,4.33,5,4.33,Complete
3891,4,1,26,123,0,4.31,4.3,3.25,5,5,Business studies,0,1,0,0,0,12,4,5,4,4.33,4.67,5,2.33,3.67,2.33,4,Complete
3892,4,1,26,120,0,5,5,3.78,5,5,Science,0,6,5,0,0,11,5,5,4.33,3.33,5,4.67,5,4,4.67,5,Complete
3893,4,2,26,120,0,4.56,4.5,3.31,4,4,science,0,0,0,0,4,14,3,2.33,4.67,5,3,1,4,1,1,4.33,Complete
3894,4,1,28,0,0,5,5,0,9,9,General,7525,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3895,4,2,24,0,0,4.25,4,0,5,5,Business Studies,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Dropout
3896,4,1,27,120,0,4.4,3.8,3.57,0,0,0,0,4,0,0,6,13,3,4.33,5,4.33,4.33,4.67,3.67,5,5,5,Complete
3897,4,1,0,9,0,3.38,4.6,1.33,5,5,Business Studies,0,0,0,0,0,2,1,1,1,3.67,3.33,4,0,0,0,0,Dropout
3898,4,2,26,27,0,3.81,4.25,1.64,5,5,Humanities,0,0,0,0,0,4,4.33,1,3.67,2.33,1,1,1,3.67,3.33,2.33,Dropout
3899,4,1,25,120,0,4.94,4.67,3.1,5,5,Commerce,0,1,14,0,2,14,1,4.67,4,3.67,5,3,3.67,5,4.33,4.33,Complete
3900,4,2,26,9,0,5,5,1.78,5,5,Science,17075,0,2,0,0,2,1,1,1,5,5,3.67,0,0,0,0,Dropout
3901,4,2,28,9,0,4.6,2.5,2.89,7,7,0,-11700,0,0,0,0,1,4,3.67,4,0,0,0,0,0,0,0,Dropout
3902,4,1,28,120,0,2.8,3.2,2.83,7,10,"Language Arts,Reading(420)Mathematics(470),Language Arts,Writing(600),Social Studies(440),Science(420).",-2,1,0,0,6,16,1,3,1,3,3.67,2.33,3.67,2.33,3.67,2.67,Complete
3903,4,2,29,36,0,4.6,3,3.83,7,7,Commerce,0,1,4,0,0,4,5,5,4.67,5,4,5,5,4.33,5,5,Dropout
3904,4,2,25,42,0,4.88,3.67,2.24,4,4,Business Studies,0,0,0,0,0,5,4.67,1,3,3,3.33,2.67,3,4,4.33,4.67,Dropout
3905,4,2,26,120,0,3.75,3.6,2.71,5,5,Business Studies,-10,0,0,0,0,15,3.33,3,4,3.67,3,4.67,4.67,1,2.67,3.67,Complete
3906,4,2,26,24,0,4.5,4.1,2.58,5,5,BUSINESS STUDIES,0,2,0,0,0,4,1,1,1,1,5,5,5,4.33,4.67,1,Dropout
3907,4,2,25,120,0,5,4.58,2.89,5,5,Business Study,0,0,0,0,4,16,2.67,4,3.33,4,1,2,4.33,3.33,3.67,2.33,Complete
3908,4,2,26,120,0,5,5,3.86,5,5,Science,-1,12,2,0,0,13,5,5,5,5,5,5,5,4.67,5,5,Complete
3909,4,2,26,120,0,5,5,3.07,4,4,Science,-22,1,13,0,1,13,1,3.33,4.33,3.33,4.33,4.33,5,3.67,4.33,3,Complete
3910,4,2,25,0,0,5,5,0,5,5,Science,16975,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3911,4,2,28,15,0,4.5,5,1.83,5,5,HUMANITIES,28900,0,3,0,0,3,1,1,1,3.33,1,4.33,4,4,4,0,Dropout
3912,4,2,27,30,0,4.56,4.3,2.55,5,5,Business Studies,0,0,0,0,0,4,1,4.33,2,3,3.33,3,2.67,3.67,4.67,4.67,Dropout
3913,4,1,25,6,0,4,4,0.67,5,5,Business,0,0,0,0,2,3,1,1,1,1,1,1,3,2.33,1,0,Dropout
3914,4,1,24,9,0,3.56,3.58,0.89,11,11,human,0,0,0,0,0,2,1,1,1,2.33,2.67,3.33,0,0,0,0,Dropout
3915,4,2,25,12,0,4.56,4.08,1.11,5,5,Business studies,0,0,0,0,0,2,2,1,1,3.33,2,3.33,0,0,0,0,Dropout
3916,4,2,28,6,0,4.2,4.5,0.83,7,10,"Language Arts Writing, Language Arts Reading, Social Studies, Science, Mathematics",25300,0,0,0,0,2,1,1,1,4.67,1,2.33,0,0,0,0,Dropout
3917,4,2,24,9,0,5,4.5,2.33,6,6,"Bangalipur,Saidpur,Nilphamari",0,0,0,0,0,1,3.67,3.33,3,0,0,0,0,0,0,0,Dropout
3918,4,2,26,18,0,4.31,4,2.28,6,5,Humanities,41300,0,0,0,1,2,3.67,2,4,3.33,4,2.67,0,0,0,0,Dropout
3919,4,1,24,9,0,4.94,3.17,1.11,6,6,Business Studies,0,0,0,0,0,2,1,1,1,2.33,3.33,4,0,0,0,0,Dropout
3920,4,1,27,27,0,0,0,3.07,0,0,0,5300,0,0,0,0,4,4.33,1,4.33,5,4,4,4.33,1,4.33,4.67,Dropout
3921,4,1,25,33,0,4.06,4,1.7,5,5,Humanities,0,0,0,0,1,5,1,1,1,2,2,3,2.67,2.67,1,3.67,Dropout
3922,4,2,26,33,0,5,2,2.23,7,7,"Maths, Biology",-500,1,0,0,2,6,1,1,1,1,4.67,2.67,1,5,1,4,Dropout
3923,4,2,27,120,0,3.8,3.3,3.47,7,10,GED,0,2,0,0,0,12,4,4.33,5,4,5,5,4.33,4.67,5,4.67,Complete
3924,4,1,26,0,0,3.19,3.5,0,5,4,Humanities,25300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3925,4,2,26,117,0,3.94,5,3,5,5,HUMANITIES,100,0,16,0,2,16,3.33,3.33,1,4,4.33,3.67,3.67,4.67,4.33,4.67,Dropout
3926,4,1,26,33,0,2.2,3.3,1.89,7,13,"LANGUAGE ARTS WRITING, LANGUAGE ARTS READING, SOCIAL STUDIES, SCIENCE, MATHEMATICS",0,0,0,0,0,4,2,2.33,2.33,1,2.33,2,3.67,4.33,3.67,4.67,Dropout
3927,4,1,31,120,0,4.69,4.9,2.76,5,5,Business Study,4200,1,0,0,13,16,5,4.33,4.33,4.33,4.67,3.67,3.67,4.33,4.33,4,Complete
3928,4,1,26,24,0,4.25,4.17,1.33,5,5,BUSINESS STUDIES,26500,0,0,0,0,4,1,1,1,1,2,2.33,2.67,4.33,3.67,3.67,Dropout
3929,4,2,26,9,0,4.5,4.42,3,5,5,Business,0,0,0,0,0,1,4.67,3.67,3.67,0,0,0,0,0,0,0,Dropout
3930,4,2,25,123,0,3.8,3.5,3.67,2,2,Accounting and Business Studies,0,3,0,0,1,11,4.67,4.67,3.67,4.33,5,4.67,4.67,5,4.67,4,Complete
3931,4,2,24,12,0,4.56,4.42,1.09,5,5,business studies,-100,0,0,0,0,3,1,1,1,2.67,3.33,2.33,3.33,1,1,0,Dropout
3932,4,2,27,120,0,5,4.83,3.46,5,5,Humanities,0,3,0,0,1,10,4.67,3.67,3.33,4.67,3.33,5,4.33,2.67,3.67,4,Complete
3933,4,2,24,120,0,4.4,4,3.96,7,13,"Science, Math, English Literature, English Language, Social Studies",0,10,0,0,0,10,5,5,5,4.67,5,5,5,5,5,5,Complete
3934,4,1,24,21,0,3.06,3.42,1.5,5,5,HUMANITIES,-2100,0,0,0,1,4,1,2,1,1,2,1,4,3,2,3.67,Dropout
3935,4,1,26,66,0,3.88,3.33,2.01,5,5,Humanities,25200,1,0,0,2,14,3,1,2.33,3.67,4,2,2.67,1,3.67,3.67,Dropout
3936,4,1,27,27,0,4.69,5,2.56,5,5,Business Studies,0,0,4,0,1,4,3,3.67,4,1,1,4,3,3,3.33,3.67,Dropout
3937,4,1,25,117,0,5,5,2.33,8,5,business studies,57360,0,22,0,10,12,3.67,3.67,1,4,3.67,3.67,4,4,4,4.33,Dropout
3938,4,1,28,120,0,5,4.6,3.35,9,3,Humanities,0,0,0,0,4,7,5,4.67,3.67,5,4.67,4,5,4.33,5,4.33,Complete
3939,4,2,23,9,0,5,4.17,0.89,6,6,Science,0,0,0,0,0,2,1,1,1,2.33,2,4,0,0,0,0,Dropout
3940,4,2,27,120,0,4.2,4,3.95,2,2,science,0,9,0,0,0,9,5,5,5,5,4.33,5,5,5,5,5,Complete
3941,4,1,26,120,0,4.19,4.25,3.2,5,5,Business Studies,0,1,0,0,0,15,4,3,2,3.33,2.33,4,2.33,5,4.33,3,Complete
3942,4,1,27,120,0,4.75,3.1,3.12,3,3,Science,-200,0,0,0,1,14,2.33,3.67,3,3.67,2.67,4,2.33,4,2,1,Complete
3943,4,1,27,45,0,4.56,4.17,1.88,5,5,Business Studies,25300,0,0,0,1,7,1,1,1,1,2,4,3.33,4.33,3.67,4.67,Dropout
3944,4,2,25,120,0,4.4,2.5,3.88,2,2,commerce,0,10,0,0,1,13,5,5,5,5,5,4.67,5,5,5,4.67,Complete
3945,4,2,26,120,0,4.88,3.75,3.47,5,5,Science,0,1,0,0,1,12,4.67,4,4.33,4,5,4,3.67,4.67,4,5,Complete
3946,4,2,26,120,0,4.06,4.4,3,1,1,Science,0,0,14,0,1,14,4,3.67,3,3.33,4,3.33,4.33,2.67,3.33,2,Complete
3947,4,2,24,117,0,4.5,4,2.54,5,5,Business Studies,19100,0,0,0,4,15,2,4.67,3.33,5,4.33,1,4,1,4.67,4.33,Dropout
3948,4,1,26,120,0,4.2,2.5,3.34,2,2,Science,0,2,0,0,0,11,4,4.33,4,4.67,4.67,3.33,4,4.33,4.33,4.67,Complete
3949,4,2,25,120,0,5,5,3.78,5,5,Science,0,3,21,0,0,12,4.67,5,5,4.67,5,5,5,5,5,5,Complete
3950,4,2,23,120,0,5,5,3.85,5,5,Science,0,12,1,0,0,13,5,5,5,5,5,5,4.67,5,5,5,Complete
3951,4,1,26,3,0,4.88,5,0.56,0,0,GENERAL,0,0,1,0,0,1,1,2.67,1,0,0,0,0,0,0,0,Dropout
3952,4,2,26,120,0,5,5,3.52,5,5,Science,0,3,9,0,0,12,5,5,5,5,4,4.67,5,4.67,5,5,Complete
3953,4,1,24,117,0,5,5,2.72,5,5,SCIENCE,0,1,13,0,6,14,4.33,1,4.33,4.33,3.33,4,4.33,4.33,4.33,4.33,Dropout
3954,4,1,26,42,0,3,2,2.87,2,2,Humanities,0,1,0,0,2,9,1,1,4.33,4,3.67,4,4,4.67,4,4.67,Dropout
3955,4,1,23,120,0,5,4.79,3.18,9,9,GENERAL,0,0,0,0,0,14,3.67,3,1,3,4.33,4.67,3.33,4,2,2,Complete
3956,4,1,24,120,0,4.88,4.93,3.02,9,9,General,0,0,0,0,3,14,4.33,2.67,2.33,4.33,3.33,3.33,4,2.33,4,3,Complete
3957,4,2,26,18,0,5,3.92,2.5,5,5,Business Studies,0,0,0,0,0,2,2.67,2,3.33,4.33,4,4.67,0,0,0,0,Dropout
3958,4,1,24,120,0,3.81,3.83,3.21,5,5,Science,0,1,0,0,0,13,4.33,3.67,3.67,3.67,1,4,3.67,3,4,4.33,Complete
3959,4,2,25,120,0,5,4.33,3.42,5,5,Science,0,1,0,0,0,13,3.67,3.67,4,4,4,3.67,4,3,5,4.67,Complete
3960,4,2,25,120,0,5,4.08,2.63,11,11,Science,0,0,0,0,8,14,3.67,3,3,4,2.67,5,3.33,1,2,2.33,Complete
3961,4,2,26,120,0,5,4.67,3.64,5,5,Humanities,0,4,10,0,2,13,4.67,4.33,4.33,4.67,5,3.33,5,5,4,4.67,Complete
3962,4,1,25,12,0,3.13,4.08,1.2,5,5,Humanities,29315,0,0,0,1,3,1,2,1,2,1,2.67,1,2,3.33,0,Dropout
3963,4,1,32,0,0,3.88,3.1,0,4,4,Business Studies,25300,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Dropout
3964,4,2,24,18,0,0,0,2.11,0,0,0,0,1,3,0,1,4,1,1,1,0,3.33,3.67,4,4.67,4.33,5,Dropout
3965,4,2,23,120,0,5,5,3.74,5,5,science,-25,5,7,0,0,12,5,5,5,4.67,4.67,4.33,5,5,4,5,Complete
3966,4,2,23,9,0,4.88,5,3.78,5,5,Business Studies,0,0,1,0,0,1,4.67,5,4.67,0,0,0,0,0,0,0,Dropout
3967,4,2,25,120,0,5,5,3.71,5,5,Science,0,5,8,0,2,12,5,5,4.67,5,4.33,4.67,5,4.33,5,5,Complete
3968,4,1,26,123,0,4,4.17,2.8,5,5,Humanities,0,0,0,0,4,15,3.67,4,4.33,3.33,2,4,3.33,4.67,3,3.67,Complete
3969,4,2,26,120,0,2.4,3.9,3.09,7,13,"READING, WRITING, SOCIAL STUDIES, SCIENCE, MATHEMATICS",0,0,0,0,0,11,3.67,3,3.33,3.67,3.67,3.67,2.33,4.33,4.67,2.67,Complete
3970,4,1,25,9,0,3.4,4.2,1.62,7,13,"Language Arts Writing, Language Arts Reading, Social Studies, Science, Mathematics",0,0,0,0,0,3,1,1,1,1,1,1,1,5,5,4.33,Dropout
3971,4,1,26,45,0,4.8,1.5,2.25,5,5,Science,0,0,0,0,3,6,1,3,1,4.33,3.67,1,3.33,1,4,1,Dropout
3972,4,2,27,126,0,5,5,3.31,11,11,Science,0,0,8,0,1,9,4.67,3.33,4,4,4,3,5,4.67,4.33,2,Complete
3973,4,2,25,120,0,5,4.08,3.67,12,12,Science,0,5,0,0,1,12,3.67,5,4.67,4.67,4,4,4.67,5,4.33,5,Complete
3974,4,2,25,120,0,3.4,3.75,3.51,2,10,Science,0,2,0,0,0,10,4.33,3.67,4.33,4.33,3.33,4.33,5,2,4.33,5,Complete
3975,4,2,23,9,0,5,5,2,7,7,Science,-850,1,1,0,0,2,1,1,1,5,5,5,0,0,0,0,Dropout
3976,4,1,25,15,0,5,4.5,2.11,1,5,Science,25300,0,0,0,0,2,2,1,4.33,3.33,4.33,3.67,0,0,0,0,Dropout
3977,4,2,26,120,0,3,4,3.71,2,13,GED,0,4,0,0,1,10,4.67,4.67,4.67,1,4,3.67,4.67,4.67,4,1,Complete
